Hanja,mean,sound,meanFiveElements,soundFiveElements
涗,"잿물, 잿물, 재를 우리어 낸 물, 가라 앉히다, 술을 맑게 하다, 닦다 좋지않은 의미 문자 ",세,수,금
黠,"약을, 약다, 교활하다, 간특한 좋지않은 의미 문자 ",힐,수,토화
脤,"제육, 좋지않은 의미 문자 ",신,수,금화
簒,"빼앗을, 빼앗다, 강탈하다 좋지않은 의미 문자 ",찬,목,금화
痣,"사마귀, 사마귀 , 점 좋지않은 의미 문자 ",지,수,금
婢,"여종, 여자 종, 소첩 좋지않은 의미 문자 ",비,토,수
眊,"흐릴, 흐리다 , 어둡다 , 실망하다 , 늙은이 좋지않은 의미 문자 ",모,목,수
螟,"멸구, 마디충 좋지않은 의미 문자 ",명,수,수토
憁,"분주할, 바쁘다 좋지않은 의미 문자 ",총,화,금토
隱,"숨을, 숨(기)다, 점치다, 가엾어하다, 근심하다, 음흉하다, 수수께끼 좋지않은 의미 문자 ",은,토,토화성(姓)씨 사용
酪,"쇠젖, 우유,타락(우유를 끓여 만든 음료), 흰죽, 과즙 좋지않은 의미 문자 ",낙,금,화목
懺,"뉘우칠, 뉘우치다 좋지않은 의미 문자 ",참,화,금수
混,"섞일, 섞다, 섞이다, 혼탁하다, 합하다, 맞추다 좋지않은 의미 문자 ",혼,수,토화
豈,"어찌, 어찌, 그 좋지않은 의미 문자 ",기,수,목
㨹,"찢어질, 찢어지다 , 없애다 좋지않은 의미 문자 ",설,목,금화
戰,"싸울, 싸움, 싸우다, 두려워하다, 떨다, 흔들리다 좋지않은 의미 문자 ",전,금,금화
折,"꺽을, 꺾다, 꺾이다, 결단하다, 깎다, 일찍 죽다 좋지않은 의미 문자 ",절,목,금화
射,"쏠, (활 총을) 쏘다 좋지않은 의미 문자 ",사,토,금
辢,"매울, 맵다 , 엄하고 차갑다 , 몹시 매운 맛 좋지않은 의미 문자 ",랄,토,화
捂,"거스를, 거스르다, 버티다, 향하다, 닿다 좋지않은 의미 문자 ",오,목,토
蠅,"파리, 파리 좋지않은 의미 문자 ",승,수,금토
媕,"머뭇거릴, 머뭇거리다 , 결단치 못하다 좋지않은 의미 문자 ",암,토,토수
摭,"주울,습득할, 줍다 , 모으다 , 습득하다 , 취하다 , 줍다 , 모으다 좋지않은 의미 문자 ",척,목,금목
痳,"임질, 임질 , 산증 좋지않은 의미 문자 ",림,수,화수
癮,"두드러기, 두드러기 좋지않은 의미 문자 ",은,수,토화
禫,"담제(제사), 담제 , 고요 좋지않은 의미 문자 ",담,목,화수
尿,"오줌, 소변 좋지않은 의미 문자 ",뇨,수,화
慙,"부끄러울, 부끄러워하다, 부끄러움 좋지않은 의미 문자 ",참,화,금수
嫛,"갓난아이, 갓난아이 , 유순하다 좋지않은 의미 문자 ",예,토,토
忓,"방해할, 방해하다, 어지럽히다 좋지않은 의미 문자 ",한,화,토화
酪,"쇠젖, 우유,타락(우유를 끓여 만든 음료), 흰죽, 과즙 좋지않은 의미 문자 ",락,금,화목
叱,"꾸짖을, 꾸짖다 좋지않은 의미 문자 ",질,수,금화
舂,"찧을, 찧다 , 절구질하다 , 해가 지다 , 치다 , 찌르다 , 형벌의 이름 , 산 좋지않은 의미 문자 ",용,토,토
忤,"거스를, 거스르다, 미워하다 , 어지럽다, 섞이다 좋지않은 의미 문자 ",오,화,토
蜑,"오랑캐 이름(벌레가 꿈틀거리는), 오랑캐 이름 , 새알 , 구불구불하다 , 구불구불하게 긴 모양 좋지않은 의미 문자 ",단,수,화
撓,"어지러울, 어지럽다, 구부러지다, 마음이 바르지 않다 좋지않은 의미 문자 ",뇨,목,화
濁,"흐릴, 흐리다, 흐리게 하다 좋지않은 의미 문자 ",탁,수,화목
叔,"아재비,콩, 아재비, 숙부, 어리다, 끝, 줍다, 콩 좋지않은 의미 문자 ",숙,수,금목
失,"잃을, 잃다, 허물 좋지않은 의미 문자 ",실,목,금화
褊,"좁을, 좁다 , 성급하다 , 납작하다 , 휘날리다 좋지않은 의미 문자 ",편,목,수화
恙,"병,독충, 병 , 독충 , 진드기의 유충 , 근심하다 , 걱 좋지않은 의미 문자 ",양,화,토
閙,"시끄러울, 좋지않은 의미 문자 ",뇨,목,화
捺,"누를, 손으로 누르다 좋지않은 의미 문자 ",날,목,화
懗,"속일, 속이다 , 공갈하다 좋지않은 의미 문자 ",하,화,토
勅,"경계할, 조서, 신칙하다(타이르다, 경계하다), 삼가다 좋지않은 의미 문자 ",칙,토,금목
詭,"속일, 책하다, 속이다, 괴이하다, 어그러지다, 헐뜯다 좋지않은 의미 문자 ",궤,금,목
靂,"벼락, 천둥, 벼락 좋지않은 의미 문자 ",력,수,화목
倪,"어린이, 어린이 , 우리들 , 끝, 다시 난 이 , 성가퀴 좋지않은 의미 문자 ",예,화,토
鼹,"두더지, 두더지 , 전서 좋지않은 의미 문자 ",언,목,토화
鞫,"국문할, 국문하다, (곤)궁하다, 물가(水涯) 좋지않은 의미 문자 ",국,금,목
潜,"잠길, 잠기다, 가라앉다, 가라앉히다, 자맥질하다 좋지않은 의미 문자 ",잠,수,금수
鱗,"비닐, 비늘 좋지않은 의미 문자 ",인,수,토화
叨,"탐낼, 탐내다,정성,함부로 좋지않은 의미 문자 ",도,수,화
餮,"탐할, 탐하다 , 식탐하다 , 그릇 이름 좋지않은 의미 문자 ",철,수,금화
菴,"암자, 우거지다, 암자 좋지않은 의미 문자 ",암,목,토수
瞙,"흐릴, 흐리다 , 어둡다 ,흐려 잘 보이지 아니하다 , 백태눈 좋지않은 의미 문자 ",막,목,수목
鶖,"무수리(물새종류), 무수리 좋지않은 의미 문자 ",추,화,금
肫,"광대뼈,정성스러울, 광대뼈 , 포, 새밥주머니 , 장딴지 , 정강이뼈 좋지않은 의미 문자 ",순,수,금화
貧,"가난할, 가난하다, 모자라다, 가난 좋지않은 의미 문자 ",빈,금,수화
嶄,"가파를, 가파르다 , 뾰족하다 , 높다 , 파다 , 뚫다 , 험준하다 좋지않은 의미 문자 ",참,토,금수
賃,"품팔이, 품팔다, 품살다, 품삯 좋지않은 의미 문자 ",임,금,토수
窄,"좁을, 좁다, 닥치다 좋지않은 의미 문자 ",착,수,금목
襍,"섞일, 섞이다 , 섞다 , 어수선하다 , 번거롭다 , 잗달다 좋지않은 의미 문자 ",잡,목,금수
刦,"겁탈할,위협할, 겁탈하다 , 으르다, 강도 좋지않은 의미 문자 ",겁,금,목수
嘍,"시끄러울, 시끄럽다 , 말이 많다 , 도둑 , 새소리, 번거로운 모양 좋지않은 의미 문자 ",루,수,화
凜,"찰,추울, 차다, 춥다, 차갑다, 꿋꿋하고 의젓하다, 늠름하다 좋지않은 의미 문자 ",름,수,화수
蚯,"지렁이, 지렁이, 환형동물 좋지않은 의미 문자 ",구,수,목
盜,"도둑, 좋지않은 의미 문자 ",도,토,화
棍,"몽둥이, 몽둥이, 곤장 일으키다, 곤장 좋지않은 의미 문자 ",곤,목,목화
瘻,"부스럼, 부스럼 , 혹 , 곱사등이 좋지않은 의미 문자 ",루,수,화
渾,"흐릴, 흐리다, 물소리 좋지않은 의미 문자 ",혼,수,토화
辢,"매울, 맵다 , 엄하고 차갑다 , 몹시 매운 맛 좋지않은 의미 문자 ",날,토,화
聾,"귀먹을, 귀머거리, 귀먹다, 어둡다 좋지않은 의미 문자 ",롱,화,화토
䜌,"어지러울, 어지럽다 , 다스리다 좋지않은 의미 문자 ",련,금,화
憍,"교만할, 교만하다, 거만하다, 방자하다, 까불다, 뽐내다 좋지않은 의미 문자 ",교,화,목
狼,"이리, 이리(산짐승), 어지럽다, 별 이름 좋지않은 의미 문자 ",랑,토,화토
痀,"곱사등이, 곱사등이 좋지않은 의미 문자 ",구,수,목
騙,"속일, 속이다, (말에) 뛰어오르다 좋지않은 의미 문자 ",편,화,수화
胚,"아기 밸, 아이를 배다, 잉태, 시초 좋지않은 의미 문자 ",배,수,수
繯,"맬, 매다 , 졸라매다 , 휘감다 , 휘감기다 , 고리 좋지않은 의미 문자 ",현,목,토화
塞,"막힐색, 막히다 , 막다 , 차다 , 성채, 변방 좋지않은 의미 문자 ",색,토,금목
瀲,"넘칠, 넘치다 , 뜨다 , 물가 , 물이 넘치는 모양 좋지않은 의미 문자 ",렴,수,화수
暴,"사나울,쬘, (햇빛을) 쬐다, 나타내다 좋지않은 의미 문자 ",폭,화,수목
巡,"순례할, 돌다 , 순행하다 , 따르다 , 돌아보다, 어루만지다 , 활 쏘는 수를 세는 좋지않은 의미 문자 ",순,수,금화
羚,"영양, 영양(소과에 속하는 짐승), 새끼양 좋지않은 의미 문자 ",영,토,토
閠,"윤달, 윤달, 잉여, 정통이 아닌 임금의 자리 좋지않은 의미 문자 ",윤,목,토화
鵄,"올빼미, 올빼미 , 수리부엉이 , 솔개 , 술 부대 좋지않은 의미 문자 ",치,화,금
槍,"창, 창, 다다르다 좋지않은 의미 문자 ",창,목,금토
瘴,"장기, 장기 , 풍토병 좋지않은 의미 문자 ",장,수,금토
喤,"울음소리, 울음소리 , 종소리 , 떠들썩한 소리 , 떠들썩하다 , 시끄럽다 , 많다 좋지않은 의미 문자 ",황,수,토
喘,"숨찰, 헐떡이다, 기침, 숨, 호흡 좋지않은 의미 문자 ",천,수,금화
瞞,"속일, 흐리다, 속이다 좋지않은 의미 문자 ",만,목,수화
灓,"새어 흐를, 새어 흐르다 , 적시다 좋지않은 의미 문자 ",난,수,화
猿,"원숭이, 원숭이 좋지않은 의미 문자 ",원,토,토화
跱,"그칠, 그치다 , 서다 , 머뭇거리다 , 갖추다 , 두다 좋지않은 의미 문자 ",치,토,금
蕘,"땔나무, 땔나무 , 풋나무 , 풋나무꾼 , 순무 좋지않은 의미 문자 ",요,목,토
眇,"애꾸눈, 애꾸눈 , 한 쪽이 음푹 들어가 작은 눈 ,희미하다 좋지않은 의미 문자 ",묘,목,수
飫,"물릴, 물리다 , 실컷 먹다 , 배부르다 , 편안 좋지않은 의미 문자 ",어,수,토
顴,"광대뼈, 광대뼈 , 관골 , 광대뼈 , 관골 좋지않은 의미 문자 ",관,화,목화
鈔,"노략질할, 노략질하다 , 베끼다 , 현묘하다, 지전, 초 좋지않은 의미 문자 ",초,금,금
懶,"게으를, 게으르다, 눕다, 나른하다 좋지않은 의미 문자 ",라,목,화
悠,"멀, 멀다, 근심하다, 한가하다 좋지않은 의미 문자 ",유,화,토
癈,"폐질, 폐질 , 고질 , 고질병 , 못쓰다 , 버리다 좋지않은 의미 문자 ",폐,수,수
曀,"음산할, 음산하다 , 불다 , 덮어 가리다 , 어둡다 , 티끌 , 먼지 좋지않은 의미 문자 ",에,화,토
勡,"으를,겁박할, 으르다 , 겁박하다 , 위 좋지않은 의미 문자 ",표,토,수
螴,"설렐, 설레다 , 불안한 모양 좋지않은 의미 문자 ",진,수,금화
牡,"수컷, 수컷, 열쇠(여는 쇠) 좋지않은 의미 문자 ",모,토,수
腷,"답답할, 답답하다 , 울적하다 , 홰치는 소리 , 물건의 소리 좋지않은 의미 문자 ",픽,수,수목
狴,"감옥, 감옥, 들개 좋지않은 의미 문자 ",폐,토,수
掘,"팔(파다), 파다, 우뚝 솟다, 다하다, 암굴, 구멍 좋지않은 의미 문자 ",굴,목,목화
滓,"찌꺼기, 찌끼, 침전물, 때, 때가 끼다 좋지않은 의미 문자 ",재,수,금
癕,"악창, 악창 , 헌데 , 종기 , 등창 좋지않은 의미 문자 ",옹,수,토
猗,"불깐 개, 부드럽다, 연약하다		&,							불깐개 의 좋지않은 의미 문자 ",아,토,토
剟,"깎을, 깎다, 베다 , 찌르다 , 모으다 좋지않은 의미 문자 ",철,금,금화
糱,"누룩, 누룩, 곡식에 싹이 자란 것, 싹트다, 빚다 좋지않은 의미 문자 ",얼,목,토화
懾,"두려워할, 두려워하다, 무서워하다 , 으르다, 가지다 좋지않은 의미 문자 ",섭,화,금수
姍,"헐뜯을, 헐뜯다, 비웃다 , 비트적거리다, 동작이 느릿한 좋지않은 의미 문자 ",산,토,금화
獠,"밤사냥,흉악한, 밤 사냥 , 사냥 , 흉악한 , 오랑캐 이름 좋지않은 의미 문자 ",료,토,화
猩,"성성이(오랑우탄), 성성이 좋지않은 의미 문자 ",성,토,금토
猛,"날랠, 날래다, 엄하다, 사납다 좋지않은 의미 문자 ",맹,토,수토
隘,"좁을, 좁다, 곤궁하다 , 험하다 , 가득 차다 , 요해처 , 막다 좋지않은 의미 문자 ",애,토,토
股,"넙적다리, 넓적다리, 고(직각삼각형의 직각을 이룬 긴 부분. 짧은 것은 句 빗변은 弦이라 함) 좋지않은 의미 문자 ",고,수,목
鬪,"싸움, 싸움, 싸우다, 싸우게 하다, 다투다 좋지않은 의미 문자 ",투,금,화
瘠,"여윌, 파리하다, 파리하게 하다, 메마르다, 궁핍하다 좋지않은 의미 문자 ",척,수,금목
禰,"아버지 사당(신주), 아버지 사당 , 신주(죽은 사람의 위패) 좋지않은 의미 문자 ",니,목,화
鮃,"넙치, 넙치 , 가자미 , 비목어 좋지않은 의미 문자 ",평,수,수토
醋,"초(식초), 초(신 조미료) 좋지않은 의미 문자 ",초,금,금
伽,"절, 절, 사찰 좋지않은 의미 문자 ",가,화,목
獅,"사자, 사자 , 한 배에 난 두 마리의 강아지 좋지않은 의미 문자 ",사,토,금
腁,"살갗 틀, 살갗이 트다 , 굳다 , 못이 박이다 좋지않은 의미 문자 ",변,수,수화
勦,"노곤할,끊을, 노곤하다 , 괴로워하다 , 괴롭히다 , 표절하다 , 날래다 , 겁탈 좋지않은 의미 문자 ",초,토,금
酗,"주정할, 주정하다 , 술에 빠지다 , 탐닉하다 좋지않은 의미 문자 ",후,금,토
茝,"어수리(풀이름), 어수리 , 궁궁이 싹 , 난초 , 궁궁이 좋지않은 의미 문자 ",채,목,금
愚,"어리석을, 어리석다, 어리석게 하다, 우직하다, 나 좋지않은 의미 문자 ",우,화,토
茛,"미나리아재비, 미나리아재비(풀이름) , 독초이름 좋지않은 의미 문자 ",간,목,목화
梟,"올빼미, 올빼미, 목을 매어달다, 사납고 날래다, 영웅, 꼭대기 좋지않은 의미 문자 ",효,목,토
槥,"널, 널(시체 넣는 관) 좋지않은 의미 문자 ",혜,목,토
醢,"육장, 육장(고기절인음식) , 젓갈 , 형벌이름 좋지않은 의미 문자 ",해,금,토
詿,"그르칠, 그르치다 , 속이다 , 훼방하다 좋지않은 의미 문자 ",괘,금,목
睡,"졸, 졸음 , 잠 , 꽃이 오무려지는 모양 , 자다 , 졸다 좋지않은 의미 문자 ",수,목,금
狨,"원숭이 이름, 원숭이 이름 , 융 , 사납다 좋지않은 의미 문자 ",융,토,토
塌,"애벌갈,무너질, 무너지다, 떨어뜨리다 , 늘어뜨리다 좋지않은 의미 문자 ",탑,토,화수
辜,"허물, 허물, 반드시, 저버리다 막다, 찢어발기다 좋지않은 의미 문자 ",고,금,목
鱓,"드렁허리(민물고기류), 드렁허리 , 악어 좋지않은 의미 문자 ",선,수,금화
窮,"궁진할, 다하다, 궁하다, 가난하다, 궁구하다 좋지않은 의미 문자 ",궁,수,목토
綽,"너그러울, 너그럽다, 얌전하다, 많다 좋지않은 의미 문자 ",작,목,금목
冷,"찰, 차다, 맑다, 쓸쓸하다, 식히다, 얼다, 냉담하다 좋지않은 의미 문자 ",랭,수,화토
㲽,"젖어 맞붙을, 젖어 맞붙다 좋지않은 의미 문자 ",인,수,토화
徬,"헤맬,시중들, 헤매다, 배회하다 , 방황하다 , 시중들다 , 따라다니다 좋지않은 의미 문자 ",방,화,수토
尖,"뾰족할, 뾰족하다, 작다, (날카로운) 끝 좋지않은 의미 문자 ",첨,금,금수
壻,"사위(딸의남편), 사위 , 남편 , 벗 좋지않은 의미 문자 ",서,목,금
蓐,"깔개, 깔개, 외양간 깃 , 누에섶 , 조개풀 좋지않은 의미 문자 ",욕,목,토목
炒,"볶을, 볶다, 불에 익히다 좋지않은 의미 문자 ",초,화,금
瀦,"웅덩이, 웅덩이 , 괴다 좋지않은 의미 문자 ",저,수,금
鬯,"술 이름, 술 이름, 활집 , 울초 , 자라다, 왕성하다 좋지않은 의미 문자 ",창,목,금토
萵,"상추, 상추 좋지않은 의미 문자 ",와,목,토
悗,"잊을, 잊다 , 잊어버리다 , 흐리다 , 정직하다 좋지않은 의미 문자 ",문,화,수화
蟄,"동면할,숨을, 숨다, 모이다, 겨울잠 자다, 동면하다 좋지않은 의미 문자 ",칩,수,금수
贓,"장물, 장물, 뇌물을 받다 좋지않은 의미 문자 ",장,금,금토
褻,"더러울, 속옷, 평복, 무람없다, 업신여기다 좋지않은 의미 문자 ",설,목,금화
抄,"굶주릴, 노략질하다, 베끼다, 초하다(중요한 것만 추려 베낌), 뜨다, 거르다 좋지않은 의미 문자 ",초,목,금
蜆,"도롱이벌레, 도롱이벌레(골뱅이종류) , 바지락(조개이름) 좋지않은 의미 문자 ",현,수,토화
壓,"누를, 누르다, 막다, 진압하다, 좁혀지다, 무너뜨리다, 항복시키다 좋지않은 의미 문자 ",압,토,토수
殭,"굳어질,말라죽을, 굳어지다 , 죽어 썩지 않다 , 말라서 죽다 좋지않은 의미 문자 ",강,수,목토
隸,"종, 종 , 죄인 , 붙다, 좇다 , 부리다 , 살피다 좋지않은 의미 문자 ",례,수,화
訶,"꾸짖을, 꾸짖다 , 혼내다 , 책망하다 , 노하다 좋지않은 의미 문자 ",가,금,목
跛,"절름발이, 절뚝발(이), 절룩거리다 좋지않은 의미 문자 ",파,토,수
萍,"부평초, 개구리밥 좋지않은 의미 문자 ",평,목,수토
劓,"코 벨, 코를 베다 , 베다 , 자르다 , 코를 베는 형벌 좋지않은 의미 문자 ",의,금,토
蛉,"잠자리, 잠자리 , 배추벌레 , 털매미 좋지않은 의미 문자 ",령,수,화토
傭,"품 팔, 품 팔다 , 품 살다, 품팔이꾼 , 품삯 , 고르다, 천하다 좋지않은 의미 문자 ",용,화,토
侈,"사치할, 사치하다, 오만하다, 크다, 많다, 벌리다, 호사(사치) 좋지않은 의미 문자 ",치,화,금
慽,"근심할, 근심하다, 슬퍼하다 좋지않은 의미 문자 ",척,화,금목
薄,"엷을, 엷다, 얕다, 메마르다, 야박하다 좋지않은 의미 문자 ",박,목,수목
遑,"급할, 한가하다, 허둥지둥하다 좋지않은 의미 문자 ",황,토,토
責,"꾸짖을, 꾸짖다, 구하다, 권하다, 재촉하다, 헐뜯다, 책망, 취하다 좋지않은 의미 문자 ",책,금,금목
嵔,"꾸불꾸불할, 꾸불꾸불하다 , 산이 꼬불꼬불 굽어져 있는 모양 , 산 이름 , 산이 높 좋지않은 의미 문자 ",외,토,토
鼯,"날다람쥐, 날다람쥐 좋지않은 의미 문자 ",오,화,토
痍,"상처, 상처, 다치다 좋지않은 의미 문자 ",이,수,토
眩,"현황할,어지러울, 아찔하다, 현혹하다, 어둡다, 돌다 좋지않은 의미 문자 ",현,목,토화
